speaker_id,birth place,city,native language,other language(s),age,sex,age of english onset,english learning method,english residence,length of english residence,language
292,"hoshiarpur, india",hoshiarpur,punjabi,hindi-urdu thai,26,male,10,academic,usa,0.6 years,punjabi2
293,"cochabamba, bolivia",cochabamba,quechua,spanish,53,female,15,academic,usa,8 years,quechua1
294,"huanuco, provincia dos de mayo, peru",huanuco,quechua,spanish portuguese,32,female,27,naturalistic,usa,5 years,quechua2
295,"timisoara, romania",timisoara,romanian,russian,24,male,12,academic,usa,1 years,romanian1
296,"bucharest, romania",bucharest,romanian,spanish,62,male,14,academic,usa,22 years,romanian2
297,"birtem, romania",birtem,romanian,none,50,male,32,naturalistic,usa,18 years,romanian3
298,"bucharest, romania",bucharest,romanian,german french,35,female,32,naturalistic,,0 years,romanian4
299,"nizhni novgorod, russia",nizhni novgorod,russian,none,37,male,36,academic,usa,1 years,russian1
300,"moscow, russia",moscow,russian,french polish german japanese welsh,20,female,5,academic,uk,0.5 years,russian10
301,"ola magadan, russia",ola magadan,russian,french german,54,male,13,academic,usa,15 years,russian11
302,"izmail, ukraine",izmail,russian,polish czech,50,female,10,academic,usa,7 years,russian2
303,"zaporizhzhya, ukraine",zaporizhzhya,russian,ukrainian,35,female,6,academic,usa,7 years,russian3
304,"moscow, russia",moscow,russian,albanian,68,female,38,academic,usa,9 years,russian4
305,"khabarovsk, russia",khabarovsk,russian,hebrew,25,female,15,academic,usa,0.3 years,russian5
306,"moscow, russia",moscow,russian,none,26,female,11,academic,usa,3 years,russian6
307,"kiev, ukraine",kiev,russian,ukrainian,54,female,13,academic,usa,23 years,russian7
308,"moscow, russia",moscow,russian,none,66,male,12,academic,usa,27 years,russian8
309,"moscow, russia",moscow,russian,hebrew italian,23,male,7,academic,,0 years,russian9
310,"zofingen, switzerland",zofingen,sardinian,german,35,female,11,academic,"usa,uk",13 years,sardinian1
311,"ndjamena, chad",ndjamena,sarua,arabic french,21,male,10,academic,usa,0.1 years,sarua1
312,"satawal island, yap state, federated states of micronesia",satawal island,satawalese,woleaian ulithian chuukese,41,male,6,academic,federated states of micronesia,41 years,satawalese1
313,"satawal island, yap state, federated states of micronesia",satawal island,satawalese,woleaian ulithian chuukese,30,female,6,academic,federated states of micronesia,30 years,satawalese2
314,"bosanska krupa, bosnia",bosanska krupa,serbian,german,47,female,47,academic,usa,1 years,serbian1
315,"zrenjanin, serbia, serbia",zrenjanin,serbian,german,36,male,15,academic,usa,0.8 years,serbian2
316,"fiumedinisi, sicily",fiumedinisi,sicilian,italian spanish french,77,male,23,naturalistic,usa,54 years,sicilian1
317,"colombo, sri lanka",colombo,sinhala,none,33,female,4,academic,usa,7 years,sinhala1
318,"colombo, sri lanka",colombo,sinhala,malay,28,female,11,academic,usa,15 years,sinhala2
319,"kosice, slovak republic",kosice,slovak,russian,25,female,14,academic,usa,0.3 years,slovak1
320,"piestany, slovak republic",piestany,slovak,german russian,23,female,17,academic,usa,0.6 years,slovak2
321,"nitra, slovak republic",nitra,slovak,russian,51,female,16,academic,usa,20 years,slovak3
322,"mogadishu, somalia",mogadishu,somali,arabic,26,female,24,academic,usa,4 years,somali1
323,"caracas, venezuela",caracas,spanish,none,24,male,17,academic,usa,0.3 years,spanish1
324,"san luis de la reina, el salvador",san luis de la reina,spanish,none,48,male,47,academic,usa,10 years,spanish10
325,"lima, peru",lima,spanish,none,49,female,28,academic,usa,9 years,spanish11
326,"oviedo, spain",oviedo,spanish,french,25,male,8,academic,usa,5 years,spanish12
327,"duitama, colombia",duitama,spanish,none,29,female,11,academic,usa,1.2 years,spanish13
328,"pereira, colombia",pereira,spanish,none,34,female,15,academic,usa,1 years,spanish14
329,"san juan, puerto rico",san juan,spanish,portuguese,54,male,4,academic,usa,21 years,spanish15
330,"buenos aires, argentina",buenos aires,spanish,french german,44,male,25,naturalistic,usa,19 years,spanish16
331,"puebla, mexico",puebla,spanish,none,22,female,9,academic,usa,10 years,spanish17
332,"la paz, bolivia",la paz,spanish,none,22,male,17,academic,usa,2 years,spanish18
333,"havana, cuba",havana,spanish,none,25,female,17,academic,usa,5 years,spanish19
334,"puerto la cruz, venezuela",puerto la cruz,spanish,german,20,male,12,academic,usa,0.5 years,spanish2
335,"managua, nicaragua",managua,spanish,none,45,male,30,academic,usa,18 years,spanish20
336,"santiago, chile",santiago,spanish,none,25,male,18,naturalistic,,0 years,spanish21
337,"madrid, spain",madrid,spanish,german,32,female,11,academic,usa,0.8 years,spanish22
338,"santiago, chile",santiago,spanish,swedish italian,22,male,7,academic,usa,0.1 years,spanish23
339,"mexico city, mexico",mexico city,spanish,french,27,male,5,academic,usa,1.8 years,spanish24
340,"san jose, costa rica",san jose,spanish,italian french,26,male,21,academic,usa,5 years,spanish25
341,"burgos, spain",burgos,spanish,french german swedish esperanto,18,male,6,academic,,0 years,spanish26
342,"zaragoza, spain",zaragoza,spanish,none,34,male,14,academic,ireland,0.1 years,spanish27
343,"san miguel, el salvador",san miguel,spanish,none,20,female,18,academic,usa,2 years,spanish28
344,"bogota, colombia",bogota,spanish,none,17,female,16,academic,usa,0.1 years,spanish3
345,"cabanas, el salvador",cabanas,spanish,none,21,female,17,academic,usa,4 years,spanish4
346,"bogota, colombia",bogota,spanish,french german,52,female,13,naturalistic,usa,17 years,spanish5
347,"lima, peru",lima,spanish,none,20,male,19,academic,usa,1 years,spanish6
348,"bogota, colombia",bogota,spanish,arabic french german swedish esperanto,21,female,20,academic,usa,0.4 years,spanish7
349,"san salvador, el salvador",san salvador,spanish,none,21,male,12,academic,usa,0.5 years,spanish8
350,"araure, venezuela",araure,spanish,none,20,male,17,academic,"usa,trinidad",0.4 years,spanish9
351,"solna, sweden",solna,swedish,german,56,female,11,academic,usa,20 years,swedish1
352,"uppsala, sweden",uppsala,swedish,german,20,male,10,academic,,0 years,swedish2
353,"stockholm, sweden",stockholm,swedish,german,24,male,10,academic,,0 years,swedish3
354,"lulea, sweden",lulea,swedish,german,22,male,10,academic,,0 years,swedish4
355,,,synthesized,none,0,male,0,,mac system 8.5,0 years,synthesized1
356,,,synthesized,none,0,female,0,,mac system 8.5,0 years,synthesized2
357,,,synthesized,none,0,female,0,,mac system 8.5,0 years,synthesized3
358,,,synthesized,none,0,male,0,,mac system 8.5,0 years,synthesized4
359,"manila, philippines",manila,tagalog,none,18,male,10,academic,usa,0.5 years,tagalog1
360,"urdaneta, luzon, philippines",urdaneta,tagalog,ilocano,21,female,7,academic,usa,4 years,tagalog2
361,"honiara, guadalcanal, solomon islands",honiara,tagalog,bislama solomon islands pidgin,19,female,1,naturalistic,usa,3 years,tagalog3
362,"taishan, guangdong, china",taishan,taishan,cantonese mandarin,21,male,7,academic,usa,10 years,taishan1
363,"ping tung, taiwan",ping tung,taiwanese,mandarin,36,female,13,academic,"uk,usa",1.7 years,taiwanese1
364,"taipei, taiwan",taipei,taiwanese,mandarin,24,female,17,academic,usa,0.25 years,taiwanese2
365,"tainan, taiwan",tainan,taiwanese,mandarin,30,female,13,academic,usa,0.7 years,taiwanese3
366,"kao-hsiung, taiwan",kao-hsiung,taiwanese,mandarin,45,female,21,naturalistic,usa,34 years,taiwanese4
367,"colombo, sri lanka",colombo,tamil,sinhalese telugu malayalam,39,male,7,academic,usa,13 years,tamil1
368,"kargali, tatarstan, russia",kargali,tatar,russian french,29,female,10,academic,usa,8 years,tatar1
369,"kadapa, india",kadapa,telugu,hindi-urdu tamil,31,male,6,academic,usa,4 years,telugu1
370,"guntur, andhra pradesh, india",guntur,telugu,hindi-urdu,18,male,6,academic,usa,3 years,telugu2
371,"khon kaen, thailand",khon kaen,thai,none,25,female,10,academic,usa,1 years,thai1
372,"chiang mai, thailand",chiang mai,thai,none,20,male,10,academic,"new zealand,usa",2 years,thai2
373,"bangkok, thailand",bangkok,thai,none,22,male,4,academic,usa,0.25 years,thai3
374,"lhasa, tibet",lhasa,tibetan,mandarin french,26,female,13,academic,usa,0.5 years,tibetan1
375,"khamba, tibet",khamba,tibetan,mandarin,41,female,35,academic,usa,0.1 years,tibetan2
376,"mysore, india",mysore,tibetan,hindi-urdu,20,female,7,academic,usa,0.7 years,tibetan3
377,"adigrat, ethiopia",adigrat,tigrigna,amharic,25,female,17,academic,usa,5 years,tigrigna1
378,"asmara, eritrea",asmara,tigrigna,amharic oromo,23,female,20,academic,usa,3 years,tigrigna2
379,"asmara, eritrea",asmara,tigrigna,amharic italian arabic,44,male,7,academic,usa,22 years,tigrigna3
380,"madang, madang province, papua new guinea",madang,tok pisin,kuanua manem,38,male,4,academic,usa,6 years,tok pisin1
381,"bingol, turkey",bingol,turkish,none,27,female,26,academic,usa,0.8 years,turkish1
382,"ankara, turkey",ankara,turkish,german,24,male,16,academic,usa,0.2 years,turkish2
383,"adana, turkey",adana,turkish,kurdish,27,male,12,academic,usa,1.2 years,turkish3
384,"kayseri, turkey",kayseri,turkish,none,20,male,14,academic,usa,0.4 years,turkish4
385,"istanbul, turkey",istanbul,turkish,none,30,female,11,academic,usa,5 years,turkish5
386,"istanbul, turkey",istanbul,turkish,german japanese,19,male,14,academic,,0 years,turkish6
387,"izmir, turkey",izmir,turkish,german,19,male,13,academic,,0 years,turkish7
388,"kumasi, ghana",kumasi,twi,none,25,female,12,academic,usa,12 years,twi1
389,"ajumako, ghana",ajumako,twi,french,33,male,6,academic,usa,2 years,twi2
390,"karachi, pakistan",karachi,urdu,hindko saraiki punjabi sindhi,22,male,18,academic,usa,1 years,urdu1
391,"sialkot, pakistan",sialkot,urdu,punjabi,48,female,6,academic,usa,10 years,urdu2
392,"urumqi, xin jiang, china",urumqi,uyghur,mandarin turkish,46,female,45,academic,usa,1.5 years,uyghur1
393,"samarkand, uzbekistan",samarkand,uzbek,russian turkish,39,female,39,academic,usa,1 years,uzbek1
394,"kabul, afghanistan",kabul,uzbek,farsi turkish,35,female,28,academic,usa,6 years,uzbek2
395,"can tho, vietnam",can tho,vietnamese,french,29,male,12,academic,usa,0.5 years,vietnamese1
396,"ho chi minh city, vietnam",ho chi minh city,vietnamese,mandarin,29,male,25,academic,usa,2 years,vietnamese2
397,"vinh long, vietnam",vinh long,vietnamese,none,28,female,9,academic,usa,0.8 years,vietnamese3
398,"hanoi, vietnam",hanoi,vietnamese,japanese russian,25,female,15,academic,usa,1 years,vietnamese4
399,"cam ranh, vietnam",cam ranh,vietnamese,cantonese,34,male,31,academic,usa,2 years,vietnamese5
400,"ho chi minh city, vietnam",ho chi minh city,vietnamese,french,41,male,12,academic,usa,2 years,vietnamese6
401,"hue, vietnam",hue,vietnamese,none,29,female,18,academic,usa,10 years,vietnamese7
402,"dakar, senegal",dakar,wolof,bambara french,21,male,12,academic,usa,1.5 years,wolof1
403,"dakar, senegal",dakar,wolof,bambara,37,male,11,academic,usa,8 years,wolof2
404,"st. etienne, france",st. etienne,yiddish,french hebrew,60,male,8,academic,"canada,uk",57 years,yiddish1
405,"winnipeg, manitoba, canada",winnipeg,yiddish,hebrew,78,female,6,academic,"canada,usa",71 years,yiddish2
406,"bulawayo, zimbabwe",bulawayo,zulu,shona ndebele,24,female,14,academic,usa,7 years,zulu1
407,"windsor, ontario, canada",windsor,english,none,57,male,0,naturalistic,canada,57 years,english105
408,"los angeles, california, usa",los angeles,english,spanish,39,female,0,naturalistic,usa,39 years,english106
409,"mosta, malta",mosta,maltese,italian german french,30,female,4,academic,,0 years,maltese1
410,"maracaibo, zulia, venezuela",maracaibo,spanish,french,18,male,10,academic,canada,0.5 years,spanish29
411,"rishon, israel",rishon,hebrew,french spanish german,33,female,9,academic,,0 years,hebrew6
412,"lamentin, martinique",lamentin,french,spanish creole,21,male,11,academic,,0 years,french9
413,"bamako, mali",bamako,bambara,french,22,male,12,academic,usa,0.25 years,bambara3
414,"cotonou, benin",cotonou,yoruba,french german,20,male,20,academic,usa,0.25 years,yoruba1
415,"rumbek, boherat, sudan",rumbek,dinka,arabic,39,male,33,academic,usa,5.5 years,dinka1
416,"chicago, illinois, usa",chicago,english,spanish,19,male,0,naturalistic,usa,19 years,english107
417,"chamiancy, vilejka, belarus",chamiancy,belarusan,russian,25,male,11,academic,,0 years,belarusan1
418,"pretoria, transvaal, south africa",pretoria,afrikaans,gujarati sindhi french,43,male,4,naturalistic,usa,20.7 years,afrikaans3
419,"strabane, northern ireland, uk",strabane,english,dutch french german spanish,21,male,0,naturalistic,uk,21.5 years,english108
420,"concord, new hampshire, usa",concord,english,irish,26,female,0,naturalistic,usa,26 years,english109
421,"great yarmouth, norfolk, uk",great yarmouth,english,japanese,21,male,0,naturalistic,uk,0 years,english110
422,"reykjavik, iceland",reykjavik,icelandic,danish german,21,male,11,academic,,0 years,icelandic1
423,"karachi, sind, pakistan",karachi,urdu,gujarati sindhi,25,male,3,academic,canada,2 years,urdu3
424,"karachi, pakistan",karachi,sindhi,urdu punjabi turkish,26,male,8,academic,uk,1.5 years,sindhi1
425,"jammu, kashmir, india",jammu,pahari,punjabi urdu hindi-urdu,25,male,5,academic,uk,1 years,pahari1
426,"bombay, india",bombay,english,hindi-urdu french,21,male,0,naturalistic,"india, usa",4 years,english111
427,"st. thomas, us virgin islands",st. thomas,english,french,21,male,0,naturalistic,us virgin islands,21 years,english112
428,"amman, jordan",amman,arabic,hebrew,47,male,11,naturalistic,usa,25 years,arabic14
429,"madras, tamil nadu, india",madras,tamil,hindi-urdu kannada malayalam,35,female,4,naturalistic,usa,5 years,tamil2
430,"jingmen, hubei, china",jingmen,mandarin,none,29,male,12,academic,usa,5 years,mandarin8
431,"freetown, sierra leone",freetown,krio,mandingo temne,26,male,5,naturalistic,"sierra leone, usa",26 years,krio2
432,"lamotrek island, federated states of micronesia",lamotrek island,lamotrekese,chuukese ulithian pohnpeian,38,male,14,academic,usa,4 years,lamotrekese1
433,"yap island, federated states of micronesia",yap island,yapese,spanish,34,female,14,academic,usa,10 years,yapese1
434,"baku, azerbaijan",baku,azerbaijani,turkish russian farsi,42,female,40,naturalistic,usa,2 years,azerbaijani2
435,"tehran, iran",tehran,armenian,farsi,44,female,7,academic,usa,5 years,armenian2
436,"harbel, liberia",harbel,mende,none,35,male,5,academic,"liberia, usa",35 years,mende1
437,"qayrawan, tunisia",qayrawan,arabic,french,40,male,33,naturalistic,usa,7 years,arabic15
438,"hyderabad, andhra pradesh, india",hyderabad,konkani,marathi hindi-urdu kannada,38,female,6,academic,india,38 years,konkani1
439,"wrexham, wales, uk",wrexham,english,french welsh,31,male,0,naturalistic,"wales, australia",31 years,english113
440,"vicenza, veneto, italy",vicenza,italian,spanish,52,male,25,academic,usa,3.5 years,italian5
441,"buenos aires, argentina",buenos aires,spanish,french portuguese italian,18,male,5,academic,,0 years,spanish30
442,"birmingham 2, alabama, usa",birmingham 2,english,none,38,female,0,naturalistic,usa,38 years,english114
443,"st. albans, hertfordshire, uk",st. albans,english,none,31,male,0,naturalistic,uk,31 years,english115
444,"atlanta, georgia, usa",atlanta,english,none,56,male,0,naturalistic,usa,56 years,english116
445,"elmore, alabama, usa",elmore,english,none,60,female,0,naturalistic,usa,60 years,english117
446,"akron, ohio, usa",akron,english,none,19,male,0,naturalistic,usa,17 years,english118
447,"ninh binh, vietnam",ninh binh,vietnamese,french,69,male,12,academic,usa,30 years,vietnamese8
448,"songkhla, thailand",songkhla,thai,none,23,female,7,academic,usa,0.2 years,thai4
449,"guayaquil, ecuador",guayaquil,spanish,none,31,female,7,academic,usa,7 years,spanish31
450,"santa cruz, bolivia",santa cruz,spanish,portuguese,26,male,22,academic,usa,4 years,spanish32
451,"shanghai, china",shanghai,mandarin,none,38,male,12,academic,usa,2 years,mandarin9
452,"seoul, south korea",seoul,korean,none,39,female,13,academic,usa,10 years,korean8
453,"tehran, iran",tehran,farsi,dari,45,female,10,academic,usa,8 years,farsi10
454,"goteborg, sweden",goteborg,swedish,none,18,male,13,academic,,0 years,swedish5
455,"saskatoon, saskatchewan, canada",saskatoon,english,none,32,female,0,naturalistic,canada,32 years,english119
456,"saskatoon, saskatchewan, canada",saskatoon,english,german,65,male,0,naturalistic,canada,65 years,english120
